tabela_fonte,alimento_id,alimento,grupo,ivn,origem_animal,umidade_pct,energia_kcal,proteina_g,lipideos_g,colesterol_mg,carboidrato_g,fibra_alimentar_g,calcio_mg,magnesio_mg,manganes_mg,fosforo_mg,ferro_mg,sodio_mg,potassio_mg,cobre_mg,zinco_mg,se,rae_mcg,tiamina_mg,riboflavina_mg,niacina_mg,ac_pantontenico,piridoxina_mg,folato_dfe,vit_b12,c_mg,colina_total,vit_k_filoquinona,vit_a_ui,betacaroteno,vit_e_alfatocoferol,vitamina_d,luteina_zeoxantina,ac_graxos_total_saturados,col_18_e_1_indifernciado,col_18_e_2_indiferenciado,col_18_e_3_indiferenciado,col_22_e_6_n3_dha,col_20_e_5_n3_epa,ac_graxos_totais_monoinsaturados,ac_graxos_totais_poliinsaturados,triptofano,treonina,isoleucina,leucina,lisina,metionina,cisteina,tirosina,fenilalanina,valina,histidina
TACO,121,"Farinha, de mandioca, crua",Amiláceo,True,,9.386666666666663,360.8696985507246,1.5543478260869563,0.2766666666666666,0.0,87.89898550724637,6.39,64.87333333333333,37.0,0.0,41.61,1.0933333333333335,1.0233333333333332,340.13,0.08,0.3933333333333333,,,0.1366666666666667,0.0,0.0,,0.04,,,0.0,,,,,,,,0.1,0.08,0.03,0.01,,,0.1,0.0,,,,,,,,,,,
TACO,122,"Farinha, de mandioca, torrada",Amiláceo,True,,8.34,365.268975,1.2291666666666667,0.2866666666666667,0.0,89.19416666666666,6.54,75.52733333333333,40.01266666666667,0.3663333333333333,38.626,1.1936666666666664,10.31,327.735,0.0,0.36,,,0.0,0.0,0.0,,0.8066666666666666,,,0.0,,,,,,,,0.1,0.08,0.03,0.01,,,0.1,0.0,,,,,,,,,,,
TACO,123,"Farinha, de puba",Amiláceo,True,,9.801,360.17977487993244,1.6166666666666667,0.469,0.0,87.28533333333334,4.24,41.39566666666666,27.486666666666665,0.1626666666666666,32.63966666666666,1.433,3.607666666666667,337.7643333333333,0.0696666666666666,0.337,,,0.0933333333333333,0.0,0.0,,0.0,,,0.0,,,,,,,,0.227,0.18533333333333335,0.036,,,,0.18533333333333335,0.0,,,,,,,,,,,
TACO,124,"Fécula, de mandioca",Amiláceo,True,,17.766666666666666,330.85055833333337,0.5208333333333333,0.2833333333333334,0.0,81.14916666666667,0.6466666666666666,11.889,3.017,0.0,60.385,0.107,2.449,48.127,0.0,0.0,,,0.03,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
TACO,126,"Inhame, cru",Amiláceo,True,,73.31333333333333,96.69983188405796,2.05072463768116,0.2133333333333333,0.0,23.23260869565217,1.653333333333333,11.796666666666669,28.76333333333333,0.1533333333333333,64.72333333333333,0.36,0.0,567.7433333333333,0.17,0.3,,,0.08,0.0,0.0,,0.1066666666666666,,,5.623333333333334,,,,,,,,0.077,0.04466666666666667,0.078,0.0,,,0.0,0.078,,,,,,,,,,,
TACO,129,"Mandioca, cozida",Amiláceo,True,,68.68666666666667,125.35825000000004,0.575,0.2983333333333333,0.0,30.09,1.5566666666666666,18.62833333333333,26.81566666666667,0.0636666666666666,22.41033333333333,0.0746666666666666,0.9066666666666666,100.36233333333332,0.014,0.1743333333333333,,,0.06,0.0,0.0,,0.03,,,11.066666666666668,,,,,,,,0.1,0.1,0.05,0.01,,,0.1,0.1,,,,,,,,,,,
TACO,130,"Mandioca, crua",Amiláceo,True,,61.84333333333333,151.4169565217391,1.1304347826086958,0.3,0.0,36.16956521739131,1.8766666666666667,15.19,44.49666666666667,0.05,29.426666666666662,0.27,2.15,208.06,0.0666666666666666,0.2033333333333333,,,0.0,0.0,0.0,,0.04,,,16.526666666666667,,,,,,,,0.062,0.12233333333333334,0.04,0.0,,,0.12233333333333334,0.0,,,,,,,,,,,
TACO,132,"Mandioca, frita",Amiláceo,True,,36.565666666666665,300.0552433891495,1.38125,11.195,0.0,50.25141666666666,1.87,23.05333333333333,94.86666666666667,0.1816666666666666,56.54366666666667,0.3203333333333333,8.936,176.064,0.121,0.437,,,0.0533333333333333,0.0,0.0,,0.0366666666666666,,,0.0,,,,,,,,1.6961,2.7253333333333334,5.5760000000000005,0.574,,,2.7716666666666665,6.182333333333334,,,,,,,,,,,
TACO,136,"Nhoque, batata, cozido",Amiláceo,,,54.954,180.7752739934126,5.8583333333333325,1.9433333333333331,15.077666666666666,36.78,1.78,11.421333333333331,17.898,0.298,68.37233333333333,1.6496666666666666,7.0680000000000005,163.70033333333333,0.1036666666666666,0.4803333333333333,,,0.0766666666666666,0.0,0.0,,0.0366666666666666,,,0.0,,,,,,,,0.5586666666666666,0.46599999999999997,0.7243333333333334,0.05366666666666667,,,0.4746666666666666,0.778,,,,,,,,,,,
TACO,146,"Polvilho, doce",Amiláceo,,,12.583333333333334,351.2267333333333,0.43,,,86.77333333333333,0.2366666666666666,27.413333333333338,4.1,0.0876666666666666,8.38,0.51,1.5766666666666669,37.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACO,551,"Tapioca, com manteiga",Amiláceo,,,24.90233333333333,347.8265562578241,0.0895833333333333,10.908333333333331,31.19033333333333,63.59175,0.0,30.025333333333336,3.218,0.06,8.427,0.24,157.52433333333337,19.305,0.008,0.038,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,6.045333333333334,2.638666666666667,0.16666666666666666,0.021,,,2.963,0.1876666666666666,,,,,,,,,,,
USDA,11134,"A mandioca, matéria-",Amiláceo,True,,59.68,160.0,1.36,0.28,0.0,38.06,1.8,16.0,21.0,0.384,27.0,0.27,14.0,271.0,0.1,0.34,0.7,1.0,0.087,0.048,0.854,0.107,0.088,27.0,0.0,20.6,23.7,1.9,13.0,8.0,0.19,0.0,0.0,0.074,0.075,0.032,0.017,0.0,0.0,0.075,0.048,0.019,0.028,0.027,0.039,0.044,0.011,0.028,0.017,0.026,0.035,0.02
USDA,11258,"Montanha inhame, havaí, matéria-",Amiláceo,True,,81.44,67.0,1.34,0.1,0.0,16.3,2.5,26.0,12.0,0.242,34.0,0.44,13.0,418.0,0.11,0.27,0.7,,0.102,0.019,0.481,0.433,0.179,14.0,0.0,2.6,,1.4,0.0,,0.21,0.0,,0.022,0.004,0.038,0.007,,,0.004,0.045,0.011,0.047,0.045,0.084,0.052,0.018,0.016,0.035,0.062,0.054,0.03
USDA,11259,"Montanha inhame, havaí, cozido no vapor, sem sal",Amiláceo,True,,77.14,82.0,1.73,0.08,0.0,20.0,,8.0,10.0,0.283,40.0,0.43,12.0,495.0,0.129,0.32,0.9,0.0,0.086,0.014,0.13,0.48,0.209,12.0,0.0,0.0,,,0.0,,,0.0,,0.018,0.003,0.03,0.006,,,0.003,0.036,0.014,0.061,0.059,0.109,0.067,0.023,0.021,0.046,0.08,0.07,0.038
USDA,11352,"Batatas, carne e pele, matérias-",Amiláceo,True,,79.34,77.0,2.02,0.09,0.0,17.47,2.2,12.0,23.0,0.153,57.0,0.78,6.0,421.0,0.108,0.29,0.3,0.0,0.08,0.032,1.054,0.296,0.295,16.0,0.0,19.7,12.1,1.9,2.0,1.0,0.01,0.0,8.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.021,0.066,0.065,0.096,0.105,0.031,0.024,0.047,0.08,0.101,0.034
USDA,11353,"Batatas, castanho-avermelhado, carne e pele, matérias-",Amiláceo,True,,78.58,79.0,2.14,0.08,0.0,18.07,1.3,13.0,23.0,0.157,55.0,0.86,5.0,417.0,0.103,0.29,0.4,0.0,0.082,0.033,1.035,0.301,0.345,14.0,0.0,5.7,12.6,1.8,1.0,0.0,0.01,0.0,5.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.022,0.07,0.069,0.102,0.111,0.033,0.025,0.05,0.085,0.107,0.036
USDA,11354,"Batatas, branco, carne e pele, matérias-",Amiláceo,True,,81.58,69.0,1.68,0.1,0.0,15.71,2.4,9.0,21.0,0.145,62.0,0.52,16.0,407.0,0.116,0.29,0.3,0.0,0.071,0.034,1.066,0.281,0.203,18.0,0.0,9.1,11.0,1.6,8.0,5.0,0.01,0.0,13.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.017,0.055,0.054,0.08,0.087,0.026,0.02,0.039,0.066,0.084,0.028
USDA,11355,"Batatas, vermelho, carne e pele, matérias-",Amiláceo,True,,80.96,70.0,1.89,0.14,0.0,15.9,1.7,10.0,22.0,0.141,61.0,0.73,18.0,455.0,0.134,0.33,0.5,0.0,0.081,0.031,1.149,0.279,0.17,18.0,0.0,8.6,16.4,2.9,7.0,4.0,0.01,0.0,21.0,0.035,0.001,0.044,0.014,0.0,0.0,0.003,0.059,0.019,0.062,0.061,0.09,0.098,0.029,0.022,0.044,0.075,0.095,0.032
USDA,11356,"Batatas, Russet, carne e pele, cozido",Amiláceo,True,,74.45,97.0,2.63,0.13,0.0,21.44,2.3,18.0,30.0,0.228,71.0,1.07,14.0,550.0,0.107,0.35,0.5,1.0,0.067,0.048,1.348,0.38,0.354,26.0,0.0,8.3,15.0,2.0,10.0,6.0,0.07,0.0,19.0,0.034,0.001,0.041,0.013,0.0,0.0,0.003,0.056,0.027,0.086,0.085,0.125,0.137,0.041,0.031,0.062,0.104,0.131,0.044
USDA,11357,"Batatas, branco, carne e pele, cozido",Amiláceo,True,,75.43,94.0,2.1,0.15,0.0,21.08,2.1,10.0,27.0,0.189,75.0,0.64,7.0,544.0,0.127,0.35,0.5,1.0,0.048,0.043,1.528,0.383,0.211,38.0,0.0,12.6,14.4,2.7,10.0,6.0,0.04,0.0,30.0,0.022,0.001,0.027,0.009,0.0,0.0,0.002,0.037,0.021,0.068,0.068,0.1,0.109,0.032,0.025,0.049,0.083,0.105,0.035
USDA,11358,"Batatas, vermelho, carne e pele, cozido",Amiláceo,True,,76.67,89.0,2.3,0.15,0.0,19.59,1.8,9.0,28.0,0.173,72.0,0.7,12.0,545.0,0.174,0.4,,1.0,0.072,0.05,1.595,0.341,0.212,27.0,0.0,12.6,18.9,2.8,10.0,6.0,0.08,0.0,27.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.023,0.075,0.074,0.109,0.12,0.035,0.027,0.054,0.091,0.115,0.039
USDA,11362,"Batatas, cru, pele",Amiláceo,True,,83.29,58.0,2.57,0.1,0.0,12.44,2.5,30.0,23.0,0.602,38.0,3.24,10.0,413.0,0.423,0.35,0.3,0.0,0.021,0.038,1.033,0.302,0.239,17.0,0.0,11.4,,,0.0,,,0.0,,0.026,0.001,0.032,0.01,,,0.002,0.043,,,,,,,,,,,
USDA,11363,"Batatas, assado, carne, sem sal",Amiláceo,,,75.42,93.0,1.96,0.1,0.0,21.55,1.5,5.0,25.0,0.161,50.0,0.35,5.0,391.0,0.215,0.29,0.3,0.0,0.105,0.021,1.395,0.555,0.301,9.0,0.0,12.8,14.5,0.3,0.0,0.0,0.04,0.0,0.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.03,0.071,0.08,0.118,0.119,0.031,0.025,0.073,0.087,0.11,0.043
USDA,11364,"Batatas, assados, pele, sem sal",Amiláceo,,,47.31,198.0,4.29,0.1,0.0,46.06,7.9,34.0,43.0,0.616,101.0,7.04,21.0,573.0,0.817,0.49,0.7,1.0,0.122,0.106,3.065,0.857,0.614,22.0,0.0,13.5,31.0,1.7,10.0,6.0,0.04,0.0,30.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,,,,,,,,,,,
USDA,11365,"Batatas, cozidos, cozidos em pele, carne, sem sal",Amiláceo,,,76.98,87.0,1.87,0.1,0.0,20.13,1.8,5.0,22.0,0.138,44.0,0.31,4.0,379.0,0.188,0.3,0.3,0.0,0.106,0.02,1.439,0.52,0.299,10.0,0.0,13.0,13.5,2.1,3.0,2.0,0.01,0.0,9.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.029,0.068,0.076,0.112,0.114,0.03,0.024,0.069,0.083,0.105,0.041
USDA,11366,"Batatas, cozidos, cozidos em pele, pele, sem sal",Amiláceo,,,77.8,78.0,2.86,0.1,0.0,17.21,3.3,45.0,30.0,1.338,54.0,6.07,14.0,407.0,0.878,0.44,0.3,0.0,0.032,0.036,1.222,0.361,0.239,10.0,0.0,5.2,,,0.0,,,0.0,,0.026,0.001,0.032,0.01,,,0.002,0.043,,,,,,,,,,,
USDA,11367,"Batatas, cozidos, cozidos sem pele, carne, sem sal",Amiláceo,,,77.46,86.0,1.71,0.1,0.0,20.01,1.8,8.0,20.0,0.14,40.0,0.31,5.0,328.0,0.167,0.27,0.3,0.0,0.098,0.019,1.312,0.509,0.269,9.0,0.0,7.4,13.2,2.1,3.0,2.0,0.01,0.0,9.0,0.026,0.001,0.032,0.01,0.0,0.0,0.002,0.043,0.027,0.062,0.07,0.103,0.104,0.027,0.022,0.064,0.076,0.096,0.038
USDA,11368,"Batatas, microondas, cozidos em pele, carne, sem sal",Amiláceo,,,73.55,100.0,2.1,0.1,0.0,23.28,1.6,5.0,25.0,0.17,109.0,0.41,7.0,411.0,0.237,0.33,0.4,0.0,0.129,0.025,1.625,0.597,0.319,12.0,0.0,15.1,,,0.0,,,0.0,,0.026,0.001,0.032,0.01,,,0.002,0.043,0.033,0.076,0.085,0.126,0.128,0.033,0.027,0.078,0.093,0.118,0.046
USDA,11369,"Batatas, microondas, cozidos em pele, pele, sem sal",Amiláceo,,,63.5,132.0,4.39,0.1,0.0,29.63,5.5,46.0,37.0,0.98,82.0,5.94,16.0,650.0,0.882,0.51,0.5,0.0,0.071,0.075,2.22,0.594,0.492,17.0,0.0,15.3,,,0.0,,,0.0,,0.026,0.001,0.032,0.01,,,0.002,0.043,,,,,,,,,,,
USDA,11370,"Batatas, mistura marrom, preparada em casa",Amiláceo,,,47.25,265.0,3.0,12.52,0.0,35.11,3.2,14.0,35.0,0.247,70.0,0.55,342.0,576.0,0.293,0.47,0.5,0.0,0.172,0.033,2.302,0.893,0.472,16.0,0.0,13.0,23.2,3.7,5.0,3.0,0.01,0.0,16.0,1.883,5.248,4.364,0.338,0.0,0.0,5.299,4.703,0.047,0.109,0.123,0.181,0.182,0.047,0.039,0.112,0.133,0.168,0.067
USDA,11372,"Batatas, ruiva, home-preparado com manteiga",Amiláceo,,,80.94,88.0,2.87,3.68,12.0,10.78,1.9,57.0,19.0,0.166,63.0,0.57,335.0,378.0,0.163,0.4,1.6,,0.069,0.092,1.053,0.514,0.178,13.0,0.0,10.6,,,135.0,,,0.0,,2.255,0.904,0.105,0.061,,,1.039,0.166,0.042,0.115,0.144,0.225,0.192,0.058,0.034,0.121,0.135,0.174,0.07
USDA,11373,"Batatas, au gratin, home-preparado a partir de receita usando manteiga",Amiláceo,,,74.0,132.0,5.06,7.59,23.0,11.27,1.8,119.0,20.0,0.161,113.0,0.64,433.0,396.0,0.16,0.69,2.7,64.0,0.064,0.116,0.993,0.387,0.174,13.0,0.0,9.9,,,264.0,,,0.0,,4.733,1.844,0.175,0.105,,,2.149,0.276,0.07,0.192,0.284,0.443,0.381,0.117,0.044,0.23,0.254,0.325,0.151
USDA,11386,"Batatas, ruiva, mistura seca, despreparados",Amiláceo,,,6.22,358.0,7.77,4.59,5.0,73.93,8.6,62.0,59.0,0.622,197.0,2.01,1578.0,905.0,0.26,0.92,7.9,0.0,0.06,0.123,4.533,1.4,0.18,32.0,0.0,16.5,,,0.0,,,0.0,,1.2,0.05,1.482,0.47,,,0.1,1.985,,,,,,,,,,,
USDA,11413,farinha de batata,Amiláceo,,,6.52,357.0,6.9,0.34,0.0,83.1,5.9,65.0,65.0,0.313,168.0,1.38,55.0,1001.0,0.197,0.54,1.1,0.0,0.228,0.051,3.507,0.474,0.769,25.0,0.0,3.8,39.5,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.004,0.112,0.035,0.0,0.0,0.008,0.15,0.115,0.28,0.299,0.425,0.413,0.107,0.07,0.224,0.316,0.356,0.166
USDA,11507,"A batata-doce, cru, despreparados",Amiláceo,True,,77.28,86.0,1.57,0.05,0.0,20.12,3.0,30.0,25.0,0.258,47.0,0.61,55.0,337.0,0.151,0.3,0.6,709.0,0.078,0.061,0.557,0.8,0.209,11.0,0.0,2.4,12.3,1.8,14187.0,8509.0,0.26,0.0,0.0,0.018,0.001,0.013,0.001,0.0,0.0,0.001,0.014,0.031,0.083,0.055,0.092,0.066,0.029,0.022,0.034,0.089,0.086,0.031
USDA,11508,"Batata doce, cozido, assado na pele, carne, sem sal",Amiláceo,,,75.78,90.0,2.01,0.15,0.0,20.71,3.3,38.0,27.0,0.497,54.0,0.69,36.0,475.0,0.161,0.32,0.2,961.0,0.107,0.106,1.487,0.884,0.286,6.0,0.0,19.6,13.1,2.3,19218.0,11509.0,0.71,0.0,0.0,0.052,0.002,0.09,0.006,0.0,0.0,0.002,0.092,0.04,0.107,0.07,0.118,0.084,0.037,0.028,0.044,0.114,0.11,0.039
USDA,11510,"Batata doce, cozidos, cozidos, sem pele",Amiláceo,,,80.13,76.0,1.37,0.14,0.0,17.72,2.5,27.0,18.0,0.266,32.0,0.72,27.0,230.0,0.094,0.2,0.2,787.0,0.056,0.047,0.538,0.581,0.165,6.0,0.0,12.8,10.8,2.1,15740.0,9444.0,0.94,0.0,0.0,0.031,0.0,0.061,0.0,0.0,0.0,0.0,0.061,0.028,0.073,0.048,0.081,0.058,0.025,0.019,0.03,0.078,0.075,0.027
USDA,11516,"A batata-doce, congelado, despreparados",Amiláceo,,,74.89,96.0,1.71,0.18,0.0,22.22,1.7,37.0,22.0,0.665,45.0,0.53,6.0,365.0,0.177,0.31,0.6,518.0,0.067,0.051,0.597,0.515,0.177,21.0,0.0,13.3,,,10367.0,6220.0,,0.0,,0.039,0.007,0.067,0.013,,,0.007,0.08,0.021,0.085,0.085,0.125,0.084,0.042,0.014,0.07,0.102,0.112,0.032
USDA,11517,"A batata-doce, congelado, cozido, assado, sem sal",Amiláceo,,,73.7,100.0,1.71,0.12,0.0,23.4,1.8,35.0,21.0,0.665,44.0,0.54,8.0,377.0,0.183,0.3,0.6,1043.0,0.066,0.056,0.555,0.56,0.186,22.0,0.0,9.1,,2.5,20870.0,12498.0,0.77,0.0,0.0,0.025,0.005,0.042,0.007,,,0.005,0.049,0.021,0.085,0.086,0.126,0.084,0.042,0.014,0.07,0.103,0.112,0.032
USDA,11518,"Taro, matéria-",Amiláceo,True,,70.64,112.0,1.5,0.2,0.0,26.46,4.1,43.0,33.0,0.383,84.0,0.55,11.0,591.0,0.172,0.23,0.7,4.0,0.095,0.025,0.6,0.303,0.283,22.0,0.0,4.5,17.3,1.0,76.0,35.0,2.38,0.0,0.0,0.041,0.016,0.058,0.025,0.0,0.0,0.016,0.083,0.023,0.069,0.054,0.111,0.067,0.02,0.032,0.055,0.082,0.082,0.034
USDA,11519,"Taro, cozido, sem sal",Amiláceo,True,,63.8,142.0,0.52,0.11,0.0,34.6,5.1,18.0,30.0,0.449,76.0,0.72,15.0,484.0,0.201,0.27,0.9,4.0,0.107,0.028,0.51,0.336,0.331,19.0,0.0,5.0,21.3,1.2,84.0,39.0,2.93,0.0,0.0,0.023,0.009,0.032,0.014,0.0,0.0,0.009,0.046,0.008,0.024,0.019,0.038,0.023,0.007,0.011,0.019,0.028,0.028,0.012
USDA,11521,"Taro deixa, cozido no vapor, sem sal",Amiláceo,True,,92.15,24.0,2.72,0.41,0.0,4.02,2.0,86.0,20.0,0.371,27.0,1.18,2.0,460.0,0.14,0.21,0.9,212.0,0.139,0.38,1.267,0.044,0.072,48.0,0.0,35.5,21.0,,4238.0,,,0.0,,0.083,0.033,0.117,0.051,,,0.033,0.168,0.026,0.091,0.142,0.214,0.134,0.043,0.035,0.097,0.107,0.14,0.062
USDA,11522,"Rebentos de Taro, matéria-",Amiláceo,True,,95.82,11.0,0.92,0.09,0.0,2.32,,12.0,8.0,0.122,28.0,0.6,1.0,332.0,0.088,0.51,0.9,3.0,0.04,0.05,0.8,0.075,0.111,3.0,0.0,21.0,,,50.0,,,0.0,,0.018,0.007,0.026,0.011,,,0.007,0.037,,,,,,,,,,,
USDA,11523,"Taro atira, cozido, sem sal",Amiláceo,True,,95.3,14.0,0.73,0.08,0.0,3.2,,14.0,8.0,0.13,26.0,0.41,2.0,344.0,0.094,0.54,1.0,3.0,0.038,0.053,0.81,0.076,0.112,3.0,0.0,18.9,,,51.0,,,0.0,,0.016,0.006,0.023,0.01,,,0.006,0.033,,,,,,,,,,,
USDA,11525,"Taro, tahitian, matéria-",Amiláceo,True,,87.96,44.0,2.79,0.97,0.0,6.91,,129.0,47.0,0.157,45.0,1.3,50.0,606.0,0.071,0.09,0.7,102.0,0.062,0.244,0.995,0.124,0.116,9.0,0.0,96.0,,,2045.0,,,0.0,,0.197,0.078,0.279,0.121,,,0.078,0.4,,,,,,,,,,,
USDA,11526,"Taro, tahitian, cozido, sem sal",Amiláceo,True,,86.46,44.0,4.16,0.68,0.0,6.85,,149.0,51.0,0.168,67.0,1.56,54.0,623.0,0.076,0.1,0.8,88.0,0.044,0.198,0.48,0.126,0.117,7.0,0.0,38.0,,,1764.0,,,0.0,,0.139,0.055,0.196,0.085,,,0.055,0.282,,,,,,,,,,,
USDA,11601,"Yam, matéria-",Amiláceo,True,,69.6,118.0,1.53,0.17,0.0,27.88,4.1,17.0,21.0,0.397,55.0,0.54,9.0,816.0,0.178,0.24,0.7,7.0,0.112,0.032,0.552,0.314,0.293,23.0,0.0,17.1,16.5,2.3,138.0,83.0,0.35,0.0,0.0,0.037,0.006,0.064,0.012,0.0,0.0,0.006,0.076,0.012,0.054,0.052,0.096,0.059,0.021,0.019,0.04,0.071,0.062,0.034
USDA,11602,"Yam, cozidos, cozidos, escorridos, ou cozida, sem sal",Amiláceo,True,,70.13,116.0,1.49,0.14,0.0,27.48,3.9,14.0,18.0,0.371,49.0,0.52,8.0,670.0,0.152,0.2,0.7,6.0,0.095,0.028,0.552,0.311,0.228,16.0,0.0,12.1,16.2,2.3,122.0,73.0,0.34,0.0,0.0,0.029,0.005,0.05,0.009,0.0,0.0,0.005,0.06,0.012,0.052,0.05,0.094,0.058,0.02,0.018,0.039,0.069,0.06,0.033
